48.8747486507, 2.29556025621;CHARLES DE GAULLE ETOILE;RATP;M6,M2,RER A,M1
48.842436797, 2.365184812;AUSTERLITZ;RATP,SNCF;M10,M5,RER C
48.814803007, 2.42237614285;ECOLE VETERINAIRE DE MAISONS-ALFORT;RATP;M8
48.8452047036, 2.26644154308;CHARDON-LAGACHE;RATP;M10
48.8354953554, 2.3588234891;CAMPO-FORMIO;RATP;M5
48.8723101138, 2.37670214473;BELLEVILLE;RATP;M2,M11
48.8690911629, 2.38054258599;COURONNES;RATP;M2
48.8475070811, 2.30296829919;CAMBRONNE;RATP;M6
48.8907889695, 2.3773157556;CRIMEE;RATP;M7
48.8470525545, 2.31642435206;DUROC;RATP;M13,M10
48.879761254, 2.41647964367;MAIRIE DES LILAS;RATP;M11
48.8473748787, 2.39546199483;NATION;RATP;M6,M1,M9,RER A,M2
48.8026376907, 2.44692748424;MAISONS-ALFORT-LES JUILLIOTTES;RATP;M8
48.8091443609, 2.43450989593;MAISONS-ALFORT-STADE;RATP;M8
48.8584665494, 2.38972985235;PHILIPPE AUGUSTE;RATP;M2
48.8631232146, 2.38588244933;PERE LACHAISE;RATP;M3,M2
48.8224378346, 2.35847388385;MAISON BLANCHE;RATP;M7
48.8775512518, 2.28316224223;PORTE MAILLOT;RATP,SNCF;M1,RER C
48.869633173, 2.32627227403;MADELEINE;RATP;M8,M12,M14
48.842871275, 2.31244751307;PASTEUR;RATP;M12,M6
48.8974022229, 2.34484774875;PORTE DE CLIGNANCOURT;RATP;M4
48.8686959778, 2.34072072367;BOURSE;RATP;M3
48.8539426071, 2.28933453277;BIR-HAKEIM (GRENELLE);RATP;M6
48.8669831104, 2.29005883493;BOISSIERE;RATP;M6
48.8828686476, 2.34413063372;ANVERS;RATP;M2
48.8653227117, 2.35672986917;ARTS ET METIERS;RATP;M11,M3
48.8607869635, 2.32099819195;ASSEMBLEE NATIONALE;RATP;M12
48.8359308792, 2.27816167128;BALARD;RATP;M8,T3A
48.8834361881, 2.34977444365;BARBES-ROCHECHOUART;RATP;M4,M2
48.8454707076, 2.42920516635;BERAULT;RATP;M1
48.779905317, 2.45936839626;CRETEIL-PREFECTURE (HOTEL DE VILLE);RATP;M8
48.8819319987, 2.39344545649;DANUBE;RATP;M7bis
48.8334508582, 2.33174013099;DENFERT-ROCHEREAU;RATP;M4,M6,RER B
48.850434549, 2.29361243991;DUPLEIX;RATP;M6
48.8404866526, 2.35173948717;CENSIER-DAUBENTON;RATP;M7
48.8215957673, 2.41373751752;CHARENTON-ECOLES;RATP;M8
48.8545804991, 2.38556348082;CHARONNE;RATP;M9
48.8444563946, 2.44043997806;CHATEAU DE VINCENNES;RATP;M1
48.8729376577, 2.33347913185;CHAUSSEE D'ANTIN (LA FAYETTE);RATP;M9,M7
48.8373074946, 2.29663034323;CONVENTION;RATP;M12
48.9060940502, 2.33183083796;GARIBALDI;RATP;M13
48.8886312178, 2.24793243532;ESPLANADE DE LA DEFENSE;RATP;M1
48.8638074378, 2.34888065259;ETIENNE-MARCEL;RATP;M4
48.8525040906, 2.26817674944;JASMIN;RATP;M9
48.8831474514, 2.37100144075;JAURES;RATP;M5,M7bis,M2
48.875111817, 2.38941503204;JOURDAIN;RATP;M11
48.8459506666, 2.35505026306;JUSSIEU;RATP;M7,M10
48.8843987952, 2.36049131853;LA CHAPELLE;RATP;M2
48.8153075312, 2.29707779833;MALAKOFF-RUE ÉTIENNE DOLET;RATP;M13
48.8914168342, 2.34973840702;MARCADET-POISSONNIERS;RATP;M4,M12
48.8501273238, 2.34805429048;MAUBERT-MUTUALITE;RATP;M10
48.8580460563, 2.27415463109;LA MUETTE;RATP;M9
48.8512711264, 2.37611877334;LEDRU-ROLLIN;RATP;M8
48.857448691, 2.28581244413;PASSY;RATP;M6
48.8332167197, 2.36285639952;NATIONALE;RATP;M6
48.8823901507, 2.33729479057;PIGALLE;RATP;M2,M12
48.830972673, 2.35558027408;PLACE D'ITALIE;RATP;M5,M7,M6
48.8428668307, 2.35222472818;PLACE MONGE (JARDIN DES PLANTES);RATP;M7
48.8523007631, 2.33972778159;ODEON;RATP;M4,M10
48.8847082013, 2.26051507789;PONT DE NEUILLY (AVENUE DE MADRID);RATP;M1
48.8296748438, 2.23079959132;PONT DE SEVRES;RATP;M9
48.8535754725, 2.35716257162;PONT-MARIE (CITE DES ARTS);RATP;M7
48.8714665781, 2.27708301705;PORTE DAUPHINE;RATP;M2
48.8470661332, 2.30740224062;SEGUR;RATP;M10
48.8456269667, 2.3095314901;SEVRES-LECOURBE;RATP;M6
48.8843851454, 2.36939198436;STALINGRAD;RATP;M7,M2,M5
48.8694907745, 2.35439176839;STRASBOURG-SAINT-DENIS;RATP;M4,M9,M8
48.8779727014, 2.29831037512;TERNES;RATP;M2
48.8973747955, 2.32894281278;PORTE DE SAINT-OUEN;RATP;M13
48.8277955435, 2.30553466965;PORTE DE VANVES;RATP;M13,T3A
48.8738818542, 2.3853162151;PYRENEES;RATP;M11
48.8675034238, 2.36382614398;REPUBLIQUE;RATP;M11,M8,M3,M9,M5
48.8473037861, 2.38634170635;REUILLY-DIDEROT;RATP;M1,M8
48.8557264286, 2.42298321615;ROBESPIERRE;RATP;M9
48.8714977394, 2.34315477308;GRANDS BOULEVARDS (RUE MONTMARTRE);RATP;M8,M9
48.9299358897, 2.35603579417;SAINT-DENIS-PORTE DE PARIS;RATP;M13,T8
48.875764594, 2.32425603265;SAINT-LAZARE;RATP,SNCF;M14,M13,M3,M12,LIGNE L,LIGNE J
48.8568713792, 2.31505663732;VARENNE;RATP;M13
48.8186764099, 2.3197403133;MAIRIE DE MONTROUGE;RATP;M4
48.9067006317, 2.46052340367;AUGUSTE DELAUNE;RATP;T1
48.8760012915, 2.22595909514;BELVEDERE;RATP;T2
48.9317348255, 2.3782254904;COSMONAUTES;RATP;T1
48.9274028908, 2.39247111933;HOTEL DE VILLE DE LA COURNEUVE;RATP;T1
48.9127049753, 2.43542099299;ESCADRILLE NORMANDIE-NIEMEN;RATP;T1
48.8930946286, 2.48791098763;LA REMISE A JORELLE;SNCF;T4
48.9024441906, 2.51169930327;LES PAVILLONS-SOUS-BOIS;SNCF;T4
48.8959158362, 2.46033007088;NOISY-LE-SEC;RATP,SNCF;T1,RER E
48.8286719395, 2.30085182613;PORTE DE BRANCION;RATP;T3A
48.8218295581, 2.37005360353;PORTE D'IVRY;RATP;T3A,M7
48.8231516331, 2.32550957782;PORTE D'ORLEANS;RATP;T3A,M4
48.9478076496, 2.33918092342;BLUMENTHAL;RATP;T8
48.9558768749, 2.31152630869;LACEPEDE;RATP;T8
48.9554374261, 2.30787256835;GILBERT BONNEMAISON;RATP;T8
48.9318139969, 2.28865600596;LE LUTH;RATP;T1
48.9232682542, 2.21758979935;PONT DE BEZONS;RATP;T2
48.8966643963, 2.24007925205;FAUBOURG DE L ARCHE;RATP;T2
48.9027680256, 2.23954203632;LES FAUVELLES;RATP;T2
48.9076645839, 2.23830930229;CHARLEBOURG;RATP;T2
48.9175149076, 2.22481218888;PARC PIERRE LAGRAVERE;RATP;T2
48.8587040102, 2.40968568697;MARIE DE MIRIBEL;RATP;T3B
48.8303885897, 2.39344969832;BARON LE ROY;RATP;T3A
48.8243285035, 2.37758429146;MARYSE BASTIE;RATP;T3A
48.8794703691, 2.40122176128;HOPITAL ROBERT DEBRE;RATP;T3B
48.8984911016, 2.36365138218;COLETTE BESSON;RATP;T3B
48.955576348, 2.35832285615;JONCHEROLLES;RATP;T5
48.7145127253, 2.37174714346;PORTE DE L'ESSONNE;RATP;T7
48.7528113597, 2.36195215258;PLACE DE LA LOGISTIQUE;RATP;T7
48.7501740371, 2.35436727915;SAARINEN;RATP;T7
48.7465685866, 2.35287534134;ROBERT SCHUMAN;RATP;T7
48.7385627773, 2.36991014668;CAROLINE AIGLE;RATP;T7
48.7851214133, 2.17879859027;ROBERT WAGNER;RATP;T6
48.7819866725, 2.18049375093;L'ONDE;RATP;T6
48.8794817719, 2.38911580738;BOTZARIS;RATP;M7bis
48.9063747703, 2.44918990449;BOBIGNY-PABLO PICASSO;RATP;M5,T1
48.8524794228, 2.36932058493;BASTILLE;RATP;M1,M8,M5
48.8792141342, 2.30352872537;COURCELLES;RATP;M2
48.7899783103, 2.45045317792;CRETEIL-UNIVERSITE;RATP;M8
48.8390411437, 2.38962001134;DUGOMMIER;RATP;M6
48.8546821569, 2.3060974037;ECOLE MILITAIRE;RATP;M8
48.89325759, 2.41331313951;EGLISE DE PANTIN;RATP;M5
48.8905871866, 2.32017475579;BROCHANT;RATP;M13
48.9195730741, 2.34330593051;CARREFOUR PLEYEL;RATP;M13
48.8679053449, 2.31354554995;CHAMPS-ELYSEES-CLEMENCEAU;RATP;M1,M13
48.8465346367, 2.28599922342;CHARLES MICHELS;RATP;M10
48.8510502823, 2.34427334542;CLUNY-LA-SORBONNE;RATP;M10
48.8720238095, 2.30056045125;GEORGE V;RATP;M1
48.8699575127, 2.37109483973;GONCOURT (HOPITAL SAINT-LOUIS);RATP;M11
48.8735133896, 2.32754308036;HAVRE-CAUMARTIN;RATP;M3,M9
48.8460276494, 2.37496291887;GARE DE LYON;RATP,SNCF;M1,RER D,LIGNE R,RER A,M14
48.8623647041, 2.31390957779;INVALIDES;RATP,SNCF;M13,RER C,M8
48.9207859699, 2.41059861373;LA COURNEUVE 8 MAI 1945;RATP;M7,T1
48.8225837068, 2.29846419197;MALAKOFF-PLATEAU DE VANVES;RATP;M13
48.8337088491, 2.24384059238;MARCEL SEMBAT;RATP;M9
48.8904854538, 2.35999576641;MARX DORMOY;RATP;M12
48.8668000351, 2.38338325046;MENILMONTANT;RATP;M2
48.8737095277, 2.31460632162;MIROMESNIL;RATP;M9,M13
48.8804494561, 2.30945116799;MONCEAU;RATP;M2
48.8921870764, 2.2370180564;LA DEFENSE-GRANDE ARCHE;RATP,SNCF;M1,LIGNE U,LIGNE L,T2,RER A
48.8487416657, 2.29893091175;LA MOTTE-PICQUET-GRENELLE;RATP;M6,M10,M8
48.8896740712, 2.3387606492;LAMARCK-CAULAINCOURT;RATP;M12
48.8748743434, 2.34019988439;LE PELETIER;RATP;M7
48.8623162787, 2.34567382822;LES HALLES;RATP;M4
48.8260549965, 2.40674222593;LIBERTE;RATP;M8
48.8812858119, 2.36554431917;LOUIS BLANC;RATP;M7,M7bis
48.8389609394, 2.28270002724;LOURMEL;RATP;M8
48.8619369141, 2.44131094125;MAIRIE DE MONTREUIL;RATP;M9
48.9119648979, 2.33392489048;MAIRIE DE SAINT-OUEN;RATP;M13
48.8871348691, 2.38696001714;OURCQ;RATP;M5
48.8652537861, 2.37458197;PARMENTIER;RATP;M3
48.815930763, 2.37726720015;PIERRE CURIE;RATP;M7
48.8311126604, 2.32970501262;MOUTON-DUVERNET;RATP;M4
48.8449426325, 2.3287780269;NOTRE-DAME-DES-CHAMPS;RATP;M12
48.8646578796, 2.36841002566;OBERKAMPF;RATP;M5,M9
48.8704867033, 2.33240740643;OPERA;RATP;M7,M3,M8
48.8479715406, 2.25774468038;PORTE D'AUTEUIL;RATP;M10
48.8942522622, 2.31377215877;PORTE DE CLICHY;RATP;M13
48.8552362528, 2.36095648866;SAINT-PAUL (LE MARAIS);RATP;M1
48.8724223837, 2.31003834462;SAINT-PHILIPPE-DU-ROULE;RATP;M9
48.867309475, 2.34751621328;SENTIER;RATP;M3
48.8512376804, 2.361985141;SULLY-MORLAND;RATP;M7
48.8885036879, 2.39211369776;PORTE DE PANTIN;RATP;M5,T3B
48.8659809205, 2.33433072438;PYRAMIDES;RATP;M7,M14
48.8612049903, 2.35349574013;RAMBUTEAU;RATP;M11
48.8389642807, 2.33075419209;RASPAIL;RATP;M4,M6
48.8663402993, 2.35206831805;REAUMUR-SEBASTOPOL;RATP;M3,M4
48.8484578485, 2.32778212715;RENNES;RATP;M12
48.8745583847, 2.3213619281;SAINT-AUGUSTIN;RATP;M9
48.8721014421, 2.40451494238;SAINT-FARGEAU;RATP,SNCF;M3bis,RER D
48.8784252576, 2.33759508282;SAINT-GEORGES;RATP;M12
48.8640865748, 2.38079798618;SAINT-MAUR;RATP;M3
48.8531679849, 2.34328597892;SAINT-MICHEL;RATP;M4
48.8415055224, 2.30794867934;VOLONTAIRES;RATP;M12
48.8838092012, 2.30467444053;WAGRAM;RATP;M3
48.8395165854, 2.30110751488;VAUGIRARD (ADOLPHE CHERIOU);RATP;M12
48.8422184136, 2.32900892624;VAVIN;RATP;M4
48.9307570033, 2.28417444828;LES COURTILLES-ASNIERES-GENNEVILLIERS;RATP;M13
48.8643437787, 2.33012987711;TUILERIES;RATP;M1
48.8697985565, 2.28533509469;VICTOR HUGO;RATP;M2
48.8046881209, 2.3639531966;VILLEJUIF-LEO LAGRANGE;RATP;M7
48.8811500285, 2.31517662622;VILLIERS;RATP;M2,M3
48.7687151253, 2.46456499321;CRETEIL-POINTE DU LAC;RATP;M8
48.7290239851, 2.36991322479;AEROPORT D'ORLY - TERMINAL SUD;RATP Dev;ORLYVAL
49.0100018671, 2.56055884389;AEROPORT CHARLES DE GAULLE 1;Transdev,SNCF;CDGVAL,RER B
49.01004496, 2.57064006889;STATION PX;Transdev;CDGVAL
49.0047256245, 2.57129484307;AEROPORT CHARLES DE GAULLE 2-TGV;Transdev,SNCF;CDGVAL,RER B
48.8846809737, 2.34266003734;FUNICULAIRE MONTMARTRE STATION BASSE;RATP;FUNICULAIR
48.8319930862, 2.39835010387;PORTE DE CHARENTON;RATP;T3A,M8
48.8987339907, 2.38053703549;CANAL SAINT-DENIS;RATP;T3B
48.8986011722, 2.36903694932;PORTE D AUBERVILLIERS;RATP;T3B
48.9766656914, 2.37741967331;LES FLANADES;RATP;T5
48.9591210983, 2.35874250448;SUZANNE VALADON;RATP;T5
48.7526743518, 2.35536098908;PORTE DE RUNGIS;RATP;T7
48.7295507227, 2.36826412862;AEROPORT D ORLY;RATP;T7
48.7944688845, 2.27265034466;DIVISION LECLERC;RATP;T6
48.7849697633, 2.22000951686;VELIZY 2;RATP;T6
48.7836246222, 2.21443350205;DEWOITINE;RATP;T6
48.8106010945, 2.30035747443;CHATILLON MONTROUGE;RATP;T6
48.9320518227, 2.35270198439;PIERRE DE GEYTER;RATP;T8
48.9352661458, 2.34786240776;GARE DE SAINT-DENIS;RATP;T8,T1
48.9495813451, 2.34252182604;CESAR;RATP;T8
49.0387620448, 1.58153210234;BONNIERES;SNCF;GL
48.8542517035, 2.13213244525;BOUGIVAL;SNCF;LIGNE L
48.8390897554, 2.27045824379;PONT DU GARIGLIANO - HOPITAL EUROPEEN GEORGES POMPIDOU;SNCF,RATP;RER C,T3A
48.9323054161, 2.47567437083;BLANC-MESNIL;SNCF;RER B
48.9554022445, 2.09352190295;ACHERES-GRAND-CORMIER;SNCF;RER A
48.7126289875, 2.40363310491;ATHIS-MONS;SNCF;RER C
48.8721574949, 2.32992717061;AUBER;RATP;RER A
48.8595573169, 2.90573696319;CRECY-EN-BRIE-LA-CHAPELLE;SNCF;LIGNE P
48.533732834, 2.00877181387;DOURDAN;SNCF;RER C
48.9727491198, 2.30713703071;ENGHIEN-LES-BAINS;SNCF;LIGNE H
49.0183491636, 2.09090606335;ERAGNY-NEUVILLE;SNCF;LIGNE J
48.9806461004, 2.27208477275;ERMONT-EAUBONNE;SNCF;RER C,LIGNE J,LIGNE H
48.5775084894, 2.19206306877;BREUILLET-BRUYERES-LE-CHATEL;SNCF;RER C
48.699732433, 2.50607815457;BRUNOY;SNCF;RER D
48.6962527469, 2.16437824279;BURES-SUR-YVETTE;RATP;RER B
48.8572934139, 2.29039155346;CHAMP DE MARS-TOUR EIFFEL;SNCF;RER C
48.8618222746, 2.34701268722;CHATELET-LES HALLES;RATP;RER B,RER D,RER A
48.8852112182, 2.1559034719;CHATOU-CROISSY;RATP;RER A
48.7479419019, 2.31271101352;CHEMIN D'ANTONY;SNCF;RER C
48.8210896506, 2.33897847201;CITE UNIVERSITAIRE;RATP;RER B,T3A
48.8142394455, 2.27448967218;CLAMART;SNCF;LIGNE N
48.9239186266, 2.25934570305;COLOMBES;SNCF;LIGNE J
48.9966300907, 2.09777398846;CONFLANS-SAINTE-HONORINE;SNCF;LIGNE J
48.6134279136, 2.4729336491;CORBEIL-ESSONNES;SNCF;RER D
48.9829797632, 1.80890782598;GARGENVILLE;SNCF;LIGNE J
48.6259908189, 1.7716956844;GAZERAN;SNCF;GL
48.8715031037, 2.09654825276;MARLY-LE-ROI;SNCF;LIGNE L
48.8107753218, 2.9537303831;GUERARD-LA-CELLE-SUR-MORIN;SNCF;LIGNE P
48.7960253678, 1.60270169299;HOUDAN;SNCF;LIGNE N
48.8086539649, 2.99310989478;FAREMOUTIERS-POMMEUSE;SNCF;LIGNE P
48.9792922476, 1.78397340775;ISSOU-PORCHEVILLE;SNCF;LIGNE J
48.8461921405, 2.27676096738;JAVEL;SNCF,RATP;RER C,M10
48.9922412813, 1.84513444487;JUZIERS;SNCF;LIGNE J
48.9243538797, 2.38638829106;LA COURNEUVE-AUBERVILLIERS;SNCF;RER B
48.9457959345, 2.1445587568;MAISONS-LAFFITTE;SNCF;RER A,LIGNE L
48.3936415495, 2.39341072405;MAISSE;SNCF;RER D
48.8932385948, 1.87173847573;MAREIL-SUR-MAULDRE;SNCF;LIGNE N
48.8408434319, 2.5477751893;NOISY-LE-GRAND-MONT D'EST;RATP;RER A
48.9870565461, 2.05978782668;MAURECOURT;SNCF;LIGNE J
48.5272433206, 2.65499028486;MELUN;SNCF;LIGNE R,RER D
49.0776990428, 2.20544672552;MERIEL;SNCF;LIGNE H
48.8074926258, 2.24088306797;MEUDON-VAL-FLEURY;SNCF;RER C
48.80260198, 1.81646679422;MONTFORT-L'AMAURY-MERE;SNCF;LIGNE N
48.9508199876, 3.12490901802;LA FERTE-SOUS-JOUARRE;SNCF;LIGNE P
48.918113804, 2.36266560018;LA PLAINE-STADE DE FRANCE;SNCF;RER B
48.7953838356, 2.51342329955;LA VARENNE-CHENNEVIERES;RATP;RER A
48.5204035911, 2.25473970107;LARDY;SNCF;RER C
48.9310542278, 2.26060231561;LE STADE;SNCF;LIGNE J
49.0331827681, 2.47803336649;LES NOUES;SNCF;RER D
48.9136368639, 2.25732601832;LES VALLEES;SNCF;LIGNE L
48.9841727553, 1.74778618291;LIMAY;SNCF;LIGNE J
48.8392193, 2.63321091342;LOGNES;RATP;RER A
48.8612145286, 2.12319109459;LOUVECIENNES;SNCF;LIGNE L
48.8020493803, 2.42648240848;MAISONS-ALFORT-ALFORTVILLE;SNCF;RER D
48.7707219935, 2.31020545188;PARC-DE-SCEAUX;RATP;RER B
48.853485713, 2.51382529103;NEUILLY-PLAISANCE;RATP;RER A
49.014133685, 2.07830659141;NEUVILLE UNIVERSITE;SNCF;LIGNE L,RER A
48.9637554296, 2.3721031384;PIERREFITTE-STAINS;SNCF;RER D
49.0191367398, 2.15466348564;PIERRELAYE;SNCF;RER C,LIGNE H
49.0804937079, 2.00371537163;MONTGEROULT-COURCELLES;SNCF;LIGNE J
49.0074232971, 2.19761981397;MONTIGNY-BEAUCHAMP;SNCF;LIGNE H,RER C
48.6140152409, 2.88825289679;MORMANT;SNCF;LIGNE P
48.9015496743, 2.21523234727;NANTERRE-UNIVERSITE;RATP,SNCF;RER A,LIGNE L
48.8413596382, 2.06132681294;NOISY-LE-ROI;SNCF;LIGNE L
49.0605916831, 2.13087413699;PONT-PETIT;SNCF;LIGNE H
48.7965281821, 2.15237866024;PORCHEFONTAINE;SNCF;RER C
49.0629696795, 2.05790299051;OSNY;SNCF;LIGNE J
49.0453116484, 2.10511070344;SAINT-OUEN-L'AUMONE;SNCF;RER C,LIGNE H
48.8212170379, 2.21485979544;SEVRES RIVE GAUCHE;SNCF;LIGNE N
48.1809368558, 2.73624984291;SOUPPES;SNCF;LIGNE R
48.9175671757, 2.3503895379;STADE DE FRANCE-SAINT-DENIS;SNCF;RER D
49.1140619515, 2.28791534353;PRESLES-COURCELLES;SNCF;LIGNE H
48.8833838129, 2.2336919188;PUTEAUX;SNCF,RATP;LIGNE U,LIGNE L,T2
48.6442219535, 1.83293547306;RAMBOUILLET;SNCF;LIGNE N
48.8823040049, 2.48142125871;ROSNY-BOIS-PERRIER;SNCF;RER E
48.8875736186, 2.17257944908;RUEIL-MALMAISON;RATP;RER A
48.7987076353, 2.07184700593;SAINT-CYR;SNCF;LIGNE N,LIGNE U,RER C
48.8785141131, 2.38161451194;BUTTES-CHAUMONT;RATP;M7bis
48.8333385593, 2.38663240207;COUR SAINT-EMILION;RATP;M14
48.8471500557, 2.26913587273;EGLISE D'AUTEUIL;RATP;M10
48.8563773572, 2.39456194456;ALEXANDRE DUMAS;RATP;M2
48.8406632293, 2.32638461079;EDGAR QUINET;RATP;M6
48.851812133, 2.40102227052;BUZENVAL;RATP;M9
48.8413382509, 2.40091853812;BEL-AIR;RATP;M6
48.8400013895, 2.3795540112;BERCY;RATP;M14,M6
48.8639744458, 2.27811255845;RUE DE LA POMPE (AVENUE GEORGES MANDEL);RATP;M9
48.853718934, 2.33377613686;SAINT-GERMAIN-DES-PRES;RATP;M4
48.8370451192, 2.37282572183;QUAI DE LA GARE;RATP;M6
48.8695852435, 2.33621884752;QUATRE SEPTEMBRE;RATP;M3
48.8717866021, 2.33903054672;RICHELIEU-DROUOT;RATP;M8,M9
48.8598736244, 2.37191398009;RICHARD LENOIR;RATP;M5
48.838427297, 2.3609671677;SAINT-MARCEL;RATP;M5
48.8110991977, 2.38355147965;MAIRIE D'IVRY;RATP;M7
48.8684401633, 2.40156171274;PELLEPORT;RATP;M3bis
48.8623480308, 2.33649646231;PALAIS ROYAL-MUSEE DU LOUVRE;RATP;M1,M7
48.8836149922, 2.32783955611;PLACE DE CLICHY;RATP;M2,M13
48.8848962552, 2.29772434648;PEREIRE-LEVALLOIS;RATP,SNCF;M3,RER C
48.8887060198, 2.28808363305;LOUISE MICHEL;RATP;M3
48.8339363927, 2.31807828549;PERNETY;RATP;M13
48.8611688655, 2.36721086641;SAINT-SEBASTIEN FROISSART;RATP;M8
48.8324490991, 2.2880221411;PORTE DE VERSAILLES;RATP;M12,T3A,T2
